Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	tree_length
6156	-3804.226	-3952.628	148.4023	0.244927	0.0453801	0.0305153	0.0597507	0.0430609	0.0299733	0.0137855	0.0089261	0.0183752	0.0651052	0.0292823	0.0694732	0.0420536	0.038886	0.0931013	0.018118	0.0997737	0.0618949	0.136911	0.0338956	0.0541479	0.0934273	0.0335458	0.00402735	0.00399431	0.065667	0.0644168	0.0450753	0.0517016	0.0205104	0.0596923	0.0173661	0.0775996	0.0504367	0.0315407	0.0252706	0.043795	0.179622	0.0181039	0.0104534	0.0120954	0.00700875	0.0115192	0.00990387	0.00696257	0.00360449	0.0162605	0.0995864	0.0064149	0.145272	0.0384224	0.10143	0.0453521	0.0374888	0.00188675	0.00421022	0.0547081	0.0139643	0.0228534	0.0841303	0.221374	0.0378867	0.00289535	0.0196922	0.0608153	0.0260561	0.026924	0.00296151	0.000878017	0.0458479	0.00524463	0.0247507	0.0249241	0.0559082	0.0126962	0.0389294	0.042046	0.00816688	0.0382613	0.0362661	0.0524373	0.0156596	0.114749	0.0350803	0.118787	0.01645	0.0053228	0.0369556	0.044605	0.965284	1.01969	0.219545	0.477374	0.793981	1.25948	2.09479	4.55488	1.096316	0.5369032	0.0607875	0.0112627	0.00757348	0.0148293	0.0106871	0.00743898	0.00342139	0.00221534	0.00456047	0.0161582	0.00726747	0.0172423	0.0104371	0.00965097	0.0231065	0.00449665	0.0247625	0.0153615	0.0339795	0.00841244	0.0134388	0.0231874	0.0083256	0.000999533	0.000991333	0.0162977	0.0159874	0.0111871	0.0128316	0.0050904	0.0148148	0.00431004	0.0192592	0.0125177	0.00782797	0.00627183	0.0108693	0.0445797	0.00449313	0.00259438	0.00300193	0.00173948	0.00285892	0.00245801	0.00172802	0.000894585	0.00403563	0.024716	0.00159209	0.0360546	0.00953591	0.0251735	0.0112558	0.00930423	0.000468265	0.00104492	0.0135778	0.00346576	0.00567191	0.02088	0.0549421	0.00940297	0.000718587	0.00488733	0.0150935	0.00646678	0.00668216	0.000735007	0.000217912	0.0113788	0.00130165	0.00614279	0.00618582	0.0138757	0.00315103	0.00966175	0.0104352	0.00202691	0.00949594	0.00900077	0.0130142	0.0038865	0.0284791	0.00870647	0.0294814	0.00408267	0.00132105	0.00917188	0.0110704	4.029228
6192	-3800.697	-3946.514	145.8164	0.216398	0.0668552	0.0632406	0.0394683	0.0511113	0.0418522	0.037157	0.0421411	0.0309691	0.0532322	0.063616	0.0608169	0.0378986	0.0651668	0.138196	0.0972746	0.0875621	0.0894104	0.13756	0.0964533	0.0738843	0.15297	0.0515224	0.00634823	0.000211577	0.0587306	0.0959552	0.0286894	0.0697531	0.036673	0.0378084	0.0678353	0.109191	0.0473518	0.0631348	0.0280918	0.0704533	0.270362	0.0298197	0.0110228	0.0202872	0.0226766	0.0173742	0.00729921	0.0148334	0.032674	0.018438	0.131377	0.0293008	0.302402	0.0488419	0.0269064	0.10683	0.0426629	0.00922608	0.0572646	0.0218448	0.0262312	0.00999081	0.115893	0.362832	0.0894812	0.0234742	0.0431717	0.0433625	0.0471812	0.0146758	0.0184908	0.0130155	0.114777	0.106676	0.0507263	0.0120329	0.0395208	0.0176556	0.0463592	0.0452095	0.00293896	0.000726577	0.0889896	0.0359921	0.0239641	0.0680409	0.115735	0.111618	0.0218426	0.0122863	0.0156679	0.111169	0.952937	1.02669	0.283395	0.540668	0.825428	1.21149	1.84957	3.52864	0.911727	0.5264201	0.0387383	0.011968	0.0113209	0.00706537	0.00914963	0.00749212	0.00665163	0.00754384	0.0055439	0.00952931	0.0113882	0.0108871	0.00678437	0.0116658	0.0247391	0.0174135	0.0156748	0.0160057	0.0246251	0.0172665	0.0132263	0.0273838	0.00922323	0.00113642	3.78752e-05	0.0105136	0.0171773	0.0051358	0.0124868	0.00656497	0.00676824	0.0121435	0.0195467	0.00847664	0.011302	0.00502882	0.0126121	0.0483985	0.00533815	0.00197323	0.00363169	0.00405942	0.00311023	0.00130666	0.00265539	0.00584909	0.00330065	0.0235183	0.00524525	0.0541341	0.00874338	0.00481662	0.0191241	0.00763726	0.0016516	0.0102512	0.00391052	0.00469575	0.00178849	0.0207465	0.0649521	0.0160184	0.0042022	0.00772833	0.00776249	0.0084461	0.00262717	0.00331011	0.00232995	0.0205467	0.0190965	0.00908072	0.00215405	0.00707478	0.0031606	0.00829894	0.00809313	0.000526114	0.000130068	0.0159304	0.00644309	0.0042899	0.0121803	0.0207181	0.0199812	0.00391013	0.00219942	0.00280477	0.0199008	5.586156
6228	-3805.443	-3951.93	146.4874	0.212472	0.0640035	0.141982	0.0642128	0.0649988	0.0272644	0.038741	0.0137444	0.0312828	0.0791051	0.0510378	0.0862664	0.0296313	0.0499885	0.151589	0.11544	0.110648	0.087668	0.192527	0.0646684	0.0690381	0.090827	0.0410519	0.00526892	0.00150204	0.0368791	0.0963611	0.064877	0.123608	0.0439453	0.0613084	0.0453287	0.105021	0.0687782	0.0665194	0.0289349	0.101205	0.16697	0.0167664	0.0524425	0.0235433	0.00500569	0.0224081	0.00630304	0.00853018	0.0201015	0.0092866	0.044979	0.0160122	0.280162	0.0443378	0.0816894	0.0910056	0.0593649	0.0116277	0.0289771	0.0363093	0.0726645	0.0360722	0.119639	0.223	0.0817437	0.0278352	0.0210916	0.0557446	0.0727092	0.0175322	0.0145143	0.00163606	0.0497831	0.0296878	0.0249521	0.033146	0.0186426	0.0250702	0.0321026	0.0626226	0.00283668	0.0157978	0.0510886	0.0707017	0.0468434	0.058874	0.0281189	0.171593	0.0337395	0.0567674	0.0179345	0.0558935	0.740737	1.14704	0.289463	0.546283	0.828093	1.20759	1.83055	3.45467	0.8964082	0.3662627	0.0394642	0.0118879	0.0263715	0.0119268	0.0120728	0.00506404	0.00719567	0.00255286	0.0058104	0.0146928	0.00947966	0.016023	0.00550366	0.00928477	0.0281558	0.0214416	0.0205516	0.0162833	0.0357595	0.0120114	0.012823	0.01687	0.0076249	0.00097864	0.000278987	0.00684986	0.0178979	0.0120501	0.0229587	0.00816231	0.0113873	0.00841926	0.0195063	0.0127747	0.0123552	0.00537431	0.0187977	0.0310126	0.00311417	0.00974058	0.00437289	0.000929747	0.00416203	0.00117071	0.00158438	0.00373362	0.00172487	0.00835431	0.00297407	0.0520367	0.00823522	0.0151728	0.0169032	0.0110263	0.0021597	0.00538215	0.00674402	0.0134966	0.00669998	0.0222216	0.0414196	0.0151829	0.00517006	0.00391752	0.0103539	0.0135049	0.00325639	0.00269585	0.000303879	0.00924662	0.00551415	0.00463455	0.00615647	0.00346264	0.00465649	0.00596267	0.0116314	0.000526879	0.00293425	0.0094891	0.013132	0.0087006	0.0109351	0.00522274	0.0318714	0.0062667	0.0105439	0.00333112	0.0103816	5.383927
6264	-3824.614	-3972.83	148.2167	0.0968572	0.0303077	0.0529238	0.0724885	0.067743	0.00920025	0.00580332	0.0430617	0.0497338	0.0456334	0.0278562	0.173267	0.0157671	0.0194851	0.169495	0.0318907	0.048191	0.0881643	0.11513	0.0445728	0.0724444	0.0629228	0.0596734	0.0072272	0.0005078	0.0662826	0.0711023	0.0330211	0.0423077	0.0163687	0.0603646	0.0508087	0.0266808	0.0207149	0.0670578	0.00874907	0.0627032	0.143343	0.0110526	0.0348205	0.0113292	0.0207138	0.0114803	0.000641981	0.0121572	0.0142042	0.00834482	0.0205813	0.052899	0.0915164	0.020525	0.0666301	0.0889903	0.0270553	0.0345485	0.0168378	0.0236825	0.00361795	0.00870061	0.054102	0.0144763	0.0403014	0.0136651	0.0210881	0.00304799	0.0330224	0.0089137	0.0508612	0.0684489	0.0230916	0.0757095	0.066724	0.0181285	0.0448473	0.0520713	0.110169	0.00541507	0.00631372	0.214343	0.0262481	0.0313785	0.200035	0.0340685	0.022909	0.0716882	0.00505125	0.00293475	0.246807	0.0128054	0.813557	1.10574	0.212961	0.470338	0.790311	1.26532	2.12613	4.69569	1.118331	0.417294	0.0228499	0.00715	0.0124854	0.017101	0.0159815	0.00217046	0.00136908	0.0101588	0.0117329	0.0107655	0.00657164	0.0408759	0.00371968	0.0045968	0.0399862	0.00752345	0.0113689	0.0207991	0.0271607	0.0105153	0.0170906	0.0148443	0.0140777	0.00170499	0.000119797	0.0156369	0.016774	0.00779011	0.00998096	0.0038616	0.0142408	0.0119864	0.00629436	0.00488693	0.0158198	0.00206402	0.0147925	0.0338164	0.00260746	0.00821462	0.0026727	0.00488665	0.00270835	0.000151452	0.00286804	0.00335095	0.00196865	0.00485541	0.0124796	0.0215899	0.00484212	0.0157189	0.020994	0.0063827	0.00815046	0.00397227	0.005587	0.000853522	0.00205259	0.0127634	0.00341516	0.00950763	0.00322378	0.00497496	0.00071906	0.00779043	0.00210286	0.0119988	0.016148	0.0054476	0.0178609	0.0157411	0.00427675	0.0105801	0.0122843	0.0259903	0.00127749	0.00148949	0.0505663	0.00619228	0.00740261	0.0471909	0.00803722	0.00540453	0.0169122	0.00119166	0.000692345	0.058225	0.00302096	4.238846
6300	-3802.651	-3947.636	144.9843	0.221088	0.1132	0.0557973	0.0774689	0.0879955	0.0144844	0.0450736	0.0624558	0.0364434	0.0248645	0.0660765	0.12551	0.0296442	0.0571789	0.256668	0.053296	0.140182	0.0831193	0.172432	0.0347123	0.1202	0.0958863	0.0760699	0.00837134	0.0137165	0.0495421	0.0725263	0.050741	0.0385441	0.0512073	0.0259369	0.0249587	0.0919808	0.0315541	0.0794279	0.00590906	0.118797	0.24669	0.0282942	0.00482012	0.0253315	0.0198212	0.0239971	0.00959385	0.0248796	0.0467038	0.000995057	0.0244474	0.251556	0.111899	0.0270617	0.00182928	0.0843062	0.0148798	0.0462	0.0106265	0.0993095	0.0583655	0.135441	0.0761028	0.0651607	0.0190769	0.058696	0.0289484	0.2026	0.132625	0.040461	0.0236625	0.00324744	0.118788	0.0158175	0.0614919	0.0202233	0.0468346	0.0578695	0.0646733	0.405117	0.0676452	0.0396318	0.0121697	0.0898957	0.0311042	0.0427211	0.0387806	0.154371	0.0582172	0.0458577	0.0474207	0.0247313	0.913217	1.04922	0.308586	0.563595	0.836193	1.1959	1.77432	3.24059	0.8501522	0.4936467	0.0362198	0.018545	0.00914103	0.0126914	0.0144159	0.00237292	0.00738422	0.0102319	0.00597036	0.00407344	0.010825	0.0205617	0.00485648	0.00936738	0.0420488	0.00873125	0.0229654	0.0136171	0.0282488	0.00568677	0.0196919	0.0157086	0.0124622	0.00137144	0.00224711	0.00811626	0.0118817	0.00831267	0.00631451	0.00838907	0.00424912	0.00408887	0.0150688	0.00516937	0.0130123	0.000968056	0.0194619	0.0404141	0.00463532	0.00078966	0.00414995	0.00324721	0.00393134	0.00157172	0.00407592	0.00765128	0.000163016	0.00400511	0.0412113	0.0183319	0.0044334	0.000299683	0.0138115	0.0024377	0.00756874	0.00174089	0.0162694	0.00956177	0.0221888	0.0124676	0.010675	0.00312529	0.00961591	0.0047425	0.0331911	0.0217274	0.00662855	0.00387653	0.000532013	0.0194605	0.00259131	0.0100739	0.00331309	0.00767271	0.00948052	0.0105951	0.0663686	0.011082	0.0064927	0.0019937	0.0147272	0.00509567	0.00699881	0.00635326	0.0252899	0.00953748	0.00751267	0.00776873	0.00405162	6.10405
6336	-3795.98	-3941.66	145.6804	0.220687	0.110726	0.0232829	0.0290028	0.0350695	0.0273408	0.0266583	0.0438945	0.0307658	0.00816513	0.0394937	0.080716	0.0219038	0.0485145	0.23929	0.0896164	0.10604	0.0938471	0.131203	0.0565585	0.066303	0.130689	0.0508508	0.014542	0.00620423	0.0635263	0.0967115	0.0268001	0.0639244	0.0146695	0.0716072	0.0458383	0.0465377	0.0549026	0.0638406	0.0112492	0.137324	0.174295	0.0364994	0.00122981	0.0138357	0.0186296	0.033547	0.00571364	0.0192925	0.0281018	0.000711359	0.0187501	0.40523	0.0839978	0.0177912	0.0566714	0.0642614	0.0269058	0.0522544	0.0210251	0.0937782	0.0227282	0.175088	0.078005	0.0341336	0.0148414	0.0230185	0.0610278	0.225982	0.125621	0.0289667	0.0159588	0.00504463	0.0875746	0.0420492	0.074158	0.0171474	0.0384307	0.0246234	0.0675511	0.24548	0.0780425	0.0400221	0.0335463	0.0759633	0.0355612	0.0316045	0.0618685	0.192368	0.00184427	0.0456549	0.0268305	0.0874382	0.879902	1.06812	0.286465	0.543516	0.826782	1.20951	1.83987	3.49083	0.9039373	0.4672241	0.0385884	0.0193611	0.00407115	0.00507132	0.00613211	0.00478071	0.00466136	0.00767522	0.00537959	0.00142772	0.0069057	0.0141137	0.00383	0.00848306	0.0418412	0.01567	0.0185418	0.0164097	0.0229417	0.0098896	0.0115935	0.0228518	0.00889156	0.00254276	0.00108485	0.0111079	0.0169106	0.00468616	0.0111776	0.00256505	0.0125209	0.0080151	0.00813739	0.00960005	0.0111629	0.00196699	0.0240119	0.0304766	0.00638213	0.000215039	0.00241925	0.0032575	0.0058659	0.000999063	0.00337341	0.00491377	0.000124385	0.00327856	0.070857	0.0146875	0.0031109	0.00990933	0.0112365	0.00470465	0.00913699	0.00367636	0.0163977	0.00397417	0.0306151	0.0136396	0.00596846	0.0025951	0.00402492	0.0106711	0.0395143	0.0219656	0.00506499	0.00279049	0.000882084	0.0153129	0.00735255	0.012967	0.00299832	0.00671984	0.00430555	0.0118117	0.0429237	0.0136462	0.00699809	0.00586577	0.0132826	0.00621809	0.00552623	0.0108181	0.0336367	0.000322481	0.00798303	0.00469147	0.0152891	5.718993
6372	-3808.95	-3954.889	145.9394	0.252489	0.114798	0.0330387	0.0696093	0.0647586	0.0286319	0.00940606	0.050592	0.0348362	0.105027	0.0746253	0.104033	0.0259214	0.0347494	0.132244	0.0711946	0.110575	0.0660085	0.0913224	0.0203599	0.100747	0.0896973	0.0556589	0.00726384	0.000341656	0.064926	0.0960499	0.0104497	0.0482959	0.0486221	0.0832526	0.0545445	0.0356374	0.0361777	0.0747614	0.0276126	0.0902058	0.187901	0.039139	0.0854405	0.0133992	0.00623939	0.0166164	0.00917872	0.00789951	0.0297511	0.0368081	0.15581	0.0653264	0.0779838	0.0215757	0.07316	0.213318	0.00216241	0.0957002	0.0377315	0.0480929	0.00141311	0.0215936	0.103603	0.00780682	0.0727712	0.0221873	0.035897	0.00852756	0.0152426	0.0230891	0.0226415	0.0626426	0.046269	0.161274	0.0309955	0.00699412	0.0124211	0.0559232	0.0320889	0.0694564	0.0188955	0.341644	0.0281573	0.0829849	0.447256	0.0544566	0.0152923	0.0620438	0.0364086	0.022653	0.0741196	0.050113	0.781722	1.1238	0.315605	0.569811	0.839059	1.19181	1.75497	3.16852	0.8338896	0.394523	0.0443854	0.0201804	0.00580793	0.0122367	0.011384	0.00503325	0.00165351	0.00889364	0.00612391	0.0184629	0.0131185	0.0182881	0.00455675	0.00610864	0.0232474	0.0125154	0.0194381	0.0116037	0.0160537	0.0035791	0.0177105	0.015768	0.00978435	0.00127692	6.00603e-05	0.0114134	0.0168848	0.00183697	0.00849	0.00854735	0.0146351	0.00958845	0.00626476	0.00635974	0.0131424	0.00485407	0.0158574	0.0330313	0.0068803	0.0150197	0.00235547	0.00109683	0.00292102	0.00161354	0.00138867	0.00522999	0.00647055	0.02739	0.0114838	0.0137089	0.00379283	0.0128609	0.0374994	0.000380133	0.0168233	0.00663287	0.00845432	0.000248412	0.00379597	0.0182125	0.00137237	0.0127926	0.00390033	0.00631039	0.00149907	0.00267952	0.00405886	0.00398018	0.011012	0.0081337	0.0283505	0.00544874	0.00122951	0.00218352	0.00983082	0.00564095	0.0122098	0.00332166	0.0600581	0.0049498	0.014588	0.0786237	0.00957301	0.00268825	0.0109068	0.00640031	0.0039822	0.0130296	0.00880944	5.68856
6408	-3804.077	-3950.603	146.5262	0.138887	0.110915	0.0727608	0.0231515	0.0477733	0.0412606	0.0195017	0.0161793	0.0224378	0.0627086	0.049989	0.119264	0.0213184	0.0569698	0.111739	0.0721193	0.149024	0.068926	0.180731	0.0235815	0.116105	0.128014	0.0344122	0.00478919	0.00491094	0.0505048	0.118103	0.0651438	0.0338924	0.0203395	0.0421678	0.0476584	0.0724596	0.0383111	0.0196932	0.0344208	0.0777806	0.195749	0.0267783	0.0253958	0.00727435	0.0181849	0.0160204	0.00591661	0.0217318	0.0105451	0.0591087	0.11155	0.13011	0.119627	0.0099207	0.0854799	0.133615	0.00104589	0.0579171	0.0540365	0.0788108	0.0218992	0.013264	0.046324	0.0122457	0.0636889	0.0415113	0.0413074	0.00728371	0.124094	0.038304	0.000127103	0.0343677	0.012187	0.0506045	0.0377383	0.00111601	0.0146675	0.0320468	0.0818514	0.0659527	0.0100459	0.345544	0.0297857	0.0448569	0.28069	0.0328756	0.0359917	0.0345421	0.0223931	0.0167842	0.10738	0.05081	0.886238	1.06452	0.279473	0.537005	0.82368	1.21406	1.86218	3.57816	0.9218039	0.4721768	0.02651	0.0211709	0.0138882	0.00441904	0.00911871	0.0078756	0.00372238	0.00308821	0.0042828	0.0119695	0.00954163	0.0227645	0.00406915	0.0108741	0.0213282	0.0137657	0.0284448	0.0131562	0.034497	0.00450112	0.0221614	0.0244347	0.00656842	0.000914135	0.000937375	0.00964008	0.0225428	0.0124343	0.0064692	0.00388229	0.00804876	0.00909678	0.0138307	0.00731262	0.00375894	0.00657005	0.0148463	0.0373634	0.0051113	0.00484742	0.00138849	0.00347104	0.00305789	0.00112933	0.00414805	0.00201279	0.0112824	0.021292	0.0248347	0.0228338	0.00189361	0.016316	0.0255038	0.000199634	0.0110549	0.0103142	0.015043	0.00417999	0.00253176	0.00884207	0.00233739	0.0121566	0.00792346	0.00788454	0.00139028	0.0236863	0.00731126	2.42608e-05	0.00655992	0.00232618	0.00965911	0.00720329	0.000213018	0.00279965	0.00611692	0.0156234	0.0125887	0.00191751	0.0659556	0.00568533	0.00856205	0.0535765	0.00627512	0.00686991	0.00659322	0.00427427	0.00320368	0.020496	0.00969834	5.23904
6444	-3810.29	-3957.001	146.7111	0.258095	0.0481312	0.0948651	0.089646	0.0149358	0.0648386	0.0258839	0.0566983	0.0635233	0.0970749	0.0541256	0.120126	0.0303095	0.00307081	0.100513	0.0475505	0.114749	0.0737649	0.18774	0.0354693	0.101984	0.129247	0.0526339	0.0024613	0.00691753	0.0673268	0.0586663	0.0732456	0.0356532	0.0280016	0.0231616	0.0427224	0.0510136	0.024488	0.0722987	0.0313738	0.0710021	0.167067	0.0372144	0.0236138	0.00339938	0.0202165	0.0207008	0.0230021	0.0172331	0.024244	0.0359084	0.0430753	0.16046	0.128274	0.00966305	0.0291739	0.148296	0.000613299	0.038212	0.0199599	0.0296516	0.0107109	0.0363359	0.0883118	0.0344832	0.0500099	0.011592	0.0305023	0.002496	0.0900288	0.0331349	0.0427135	0.0420882	0.00463866	0.124754	0.0467312	0.00856591	0.0149958	0.0729483	0.0481733	0.0599579	0.0331029	0.229353	0.0209481	0.0251143	0.202483	0.0402332	0.029634	0.0546976	0.0541749	0.00704107	0.0754907	0.0673942	0.883601	1.06602	0.270828	0.528839	0.819751	1.21988	1.89094	3.69238	0.9445238	0.4701112	0.0503489	0.00938938	0.0185062	0.0174881	0.00291367	0.0126487	0.00504941	0.0110607	0.0123921	0.0189373	0.0105588	0.0234342	0.00591275	0.00059905	0.019608	0.00927611	0.0223852	0.01439	0.0366242	0.00691931	0.019895	0.0252135	0.0102678	0.000480148	0.00134947	0.0131341	0.0114446	0.0142887	0.00695519	0.00546252	0.00451834	0.00833424	0.00995168	0.0047771	0.014104	0.00612038	0.013851	0.0325912	0.00725974	0.00460656	0.000663149	0.00394382	0.00403828	0.00448723	0.00336181	0.00472951	0.00700498	0.00840309	0.0313024	0.0250235	0.00188506	0.00569122	0.0289294	0.000119642	0.00745437	0.00389376	0.00578441	0.00208946	0.00708837	0.0172278	0.00672695	0.00975589	0.00226135	0.00595035	0.000486918	0.0175627	0.00646394	0.00833251	0.00821052	0.000904906	0.0243369	0.00911627	0.00167103	0.00292537	0.0142307	0.00939761	0.0116965	0.00645769	0.044742	0.00408653	0.00489927	0.0395002	0.00784865	0.00578098	0.0106704	0.0105684	0.00137356	0.0147266	0.0131472	5.126126
6480	-3801.089	-3948.645	147.5562	0.222305	0.0876764	0.0230423	0.0531878	0.00787765	0.0599397	0.0198643	0.0475029	0.0237556	0.0883651	0.0796556	0.164795	0.0272777	0.0548088	0.0690446	0.0582241	0.105278	0.0609236	0.116102	0.0249359	0.0783574	0.0880494	0.0707649	0.0138825	0.00690052	0.0649611	0.078932	0.0388768	0.0199272	0.0229654	0.0450471	0.0263742	0.0345639	0.0333129	0.0704729	0.0494634	0.0651847	0.168116	0.0469595	0.0150855	0.0118201	0.0198215	0.0182013	0.00484404	0.015314	0.0254982	0.0457624	0.0137878	0.0472314	0.0373881	0.0265033	0.0949127	0.122342	0.024954	0.00334985	0.0202661	0.0398831	0.0121434	0.027868	0.11284	0.0398755	0.0217556	0.0143869	0.0231239	0.00207095	0.0467687	0.00610876	0.0202666	0.112425	0.0197704	0.04676	0.0476511	0.00291311	0.00597367	0.0306506	0.0682156	0.0520123	0.00711604	0.227678	0.00832565	0.0798864	0.356009	0.0600643	0.0276077	0.0507847	0.0436418	0.0193905	0.0714004	0.0220677	0.801274	1.11271	0.254144	0.512692	0.811859	1.23174	1.95049	3.93477	0.9904982	0.4084209	0.0473777	0.0186856	0.00491078	0.0113354	0.00167889	0.0127744	0.00423347	0.0101238	0.00506278	0.0188324	0.0169762	0.035121	0.00581343	0.0116808	0.0147148	0.0124087	0.0224369	0.012984	0.0247436	0.00531434	0.0166995	0.0187651	0.0150814	0.00295863	0.00147064	0.0138445	0.016822	0.00828543	0.00424689	0.00489439	0.00960044	0.00562086	0.00736627	0.00709965	0.0150192	0.0105416	0.0138922	0.0358289	0.010008	0.00321501	0.00251909	0.00422435	0.00387907	0.00103236	0.00326373	0.00543417	0.00975288	0.00293846	0.010066	0.00796816	0.00564839	0.0202278	0.0260735	0.0053182	0.00071392	0.00431912	0.00849989	0.002588	0.00593924	0.0240485	0.00849827	0.00463656	0.00306614	0.00492817	0.000441361	0.00996734	0.0013019	0.00431922	0.0239601	0.00421347	0.00996549	0.0101554	0.000620842	0.00127311	0.00653225	0.0145381	0.0110849	0.00151657	0.0485227	0.00177436	0.0170254	0.0758726	0.0128009	0.00588375	0.0108232	0.00930095	0.00413251	0.0152169	0.00470307	4.692192
